@relation 'AlturaOla-weka.filters.unsupervised.attribute.MathExpression-E100*A-R1-10,12-15-unset-class-temporarily-weka.filters.unsupervised.attribute.MathExpression-EA-273.15-R2-12-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O1.5-E2.0-weka.filters.unsupervised.attribute.Remove-R10-11-weka.filters.unsupervised.attribute.InterquartileRange-R1-8-O1.5-E2.0-weka.filters.unsupervised.attribute.Remove-R10-11-weka.filters.unsupervised.attribute.InterquartileRange-R1-8-O1.5-E2.0-weka.filters.unsupervised.attribute.Remove-R10'

@attribute pres numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute GST numeric
@attribute APD numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute DEWP numeric
@attribute Class_WVHT {Baja,Media,Moderada,MuyAlta}
@attribute ExtremeValue {no,yes}

@data
101420,8.400002,129,8.6,5.29,7.3,-265.45,-268.45,Media,no
100950,15.700002,140,15.2,5.02,8.1,-265.35,-266.35,Moderada,no
100800,16.4,144,13.3,5.49,7.9,-265.45,-265.65,Moderada,no
100750,9.500002,136,12.3,5.81,8.1,-265.45,-265.35,Moderada,no
100390,6.1,127,10,6.01,8.1,-265.55,-265.75,Media,no
100280,9.100001,141,10.2,5.8,7.7,-265.45,-267.15,Moderada,no
100640,13.5,196,20.6,5.56,6.8,-265.55,-267.55,Moderada,no
101200,13.5,177,14.1,6.36,7.5,-265.65,-269.15,Moderada,no
101520,12.000002,168,11.4,5.48,7.6,-265.65,-268.65,Media,no
101740,11.300001,176,11.4,5.7,7.4,-265.55,-268.35,Moderada,no
101820,9.200003,185,10.9,6.48,6.5,-265.65,-269.05,Moderada,no
101890,9.200002,177,8.8,6.55,6.3,-265.65,-269.25,Media,no
101860,8.300001,178,7.7,5.88,7.1,-265.55,-269.95,Media,no
101400,9.900002,160,9.5,5.75,7.2,-265.55,-269.15,Media,no
100790,11.000002,128,14.7,4.79,7.1,-265.55,-267.65,Moderada,no
100490,10.3,146,8.8,5.75,7.7,-265.55,-266.05,Media,no
100570,10.3,201,8.6,5.58,7.1,-265.45,-268.25,Moderada,no
100590,4.600001,139,6.5,6.18,6.8,-265.45,-268.55,MuyAlta,no
100720,-0.1,79,5.3,8.93,7.2,-265.35,-268.75,Moderada,no
100830,-4.099997,3,5.8,8.06,7.1,-265.35,-267.95,Moderada,no
101050,-7.1,334,9.7,6.87,7.3,-265.35,-267.05,Moderada,no
101100,-6.4,291,8.2,7.09,7.4,-265.45,-267.05,Media,no
101370,-6.899999,22,5.1,6.98,6.4,-265.45,-267.35,Media,no
101540,-5.599997,10,2.7,6.48,8.2,-265.35,-267.75,Media,no
101790,-4.7,301,1.7,6.83,8.8,-264.45,-267.25,Baja,no
101800,0.2,166,2.6,6.57,8.6,-264.55,-266.75,Baja,no
101750,3.5,139,4.2,6.76,8,-264.85,-266.85,Baja,no
101610,6.400002,181,8.4,5,8,-264.85,-269.05,Baja,no
101470,7.700002,184,8.3,4.7,7.6,-264.85,-267.65,Baja,no
101280,8.700003,166,9.4,4.71,8.1,-264.95,-269.35,Media,no
101220,7.9,166,9.7,5.01,8.1,-265.15,-269.15,Media,no
101190,8,147,7.9,5.56,8.3,-265.15,-267.85,Media,no
101450,5.800002,146,8,6.09,8.7,-264.95,-266.95,Media,no
101730,1.2,158,5.5,6.99,8.2,-265.05,-265.45,Media,no
102060,-2.199997,287,5.4,7.57,7.7,-264.95,-265.75,Media,no
102340,-2.4,314,6.6,7.01,7.9,-265.05,-266.55,Media,no
102560,-1.8,311,7,7.07,8,-264.85,-266.85,Media,no
102670,-3.9,312,8.8,6.6,8,-264.85,-266.95,Media,no
102770,-1.799999,301,8.9,6.43,7.3,-264.95,-266.75,Media,no
102770,-2.799997,322,8.5,5.95,6.5,-264.95,-267.75,Baja,no
102720,-1.299999,324,7,5.7,6.6,-264.95,-268.25,Baja,no
102610,-3.1,2,4.5,6.35,7.2,-264.95,-269.55,Baja,no
102540,-1.799999,305,4.5,6.8,7.8,-264.95,-271.35,Baja,no
102490,-0.599998,354,3.6,7.2,7.3,-264.95,-272.15,Baja,no
102510,0.1,76,4.2,6.68,7.6,-264.35,-271.75,Baja,no
102450,-0.499998,84,3.5,7.73,7.6,-264.35,-270.15,Baja,no
102470,-0.499998,82,5,8.03,7.8,-264.45,-269.35,Baja,no
102560,-0.399998,88,5.8,7.22,6.6,-264.55,-268.15,Baja,no
102650,0.9,100,4.5,7.36,8.1,-264.35,-267.35,Baja,no
102670,1.400002,98,3.2,7.78,8.5,-264.15,-267.05,Baja,no
102620,3,120,3.8,7.38,8.5,-264.25,-268.95,Baja,no
102600,2.200001,122,5,6.71,8.4,-264.25,-269.45,Baja,no
102530,2.600002,142,4,7.14,8.5,-264.05,-269.05,Baja,no
102450,0.600002,151,4.3,6.05,8.6,-263.95,-268.05,Baja,no
102450,0.500002,172,3.6,6.39,8.7,-264.05,-266.65,Baja,no
102530,0.000002,167,3.3,6.13,8.7,-264.05,-265.95,Baja,no
102520,0.200002,224,3.8,7.59,9,-263.65,-264.85,Baja,no
102540,0.400002,22,1.9,7.67,8.7,-263.65,-265.15,Baja,no
102560,0.300002,278,4.7,7.39,8.6,-263.85,-267.15,Media,no
102600,0.3,336,3.4,8.04,7.6,-263.75,-267.75,Baja,no
102550,2.5,232,1.9,7.32,9.3,-263.05,-267.05,Baja,no
102500,2.200001,172,2.8,7.41,10,-262.85,-264.75,Baja,no
102380,4.800002,209,4.5,6.19,8.9,-263.35,-265.85,Baja,no
102370,4.7,159,6.1,6.71,9.5,-263.35,-264.65,Baja,no
102390,7.1,167,5.3,5.64,9.7,-263.35,-264.15,Baja,no
102350,3.7,169,3.8,5.92,9.7,-263.35,-263.85,Baja,no
102320,2.2,197,3.6,5.81,9.4,-263.45,-264.05,Baja,no
102200,2.300002,232,3,6.2,9.2,-263.45,-264.25,Baja,no
102190,-2,282,3.1,5.93,9.8,-262.95,-264.15,Baja,no
102150,-0.399998,333,5.4,7.14,9.5,-263.15,-265.35,Media,no
102190,-1.899998,324,4.8,8.27,8.6,-263.25,-268.65,Media,no
102260,-2.099998,315,2.6,8.88,8.4,-263.25,-269.15,Media,no
102370,-2.499999,345,3.3,8.54,9.1,-262.25,-268.85,Media,no
102190,-3.6,46,1.6,8.93,9.3,-262.75,-267.45,Media,no
102200,-3.999999,338,2.8,8.89,9.2,-262.85,-267.35,Baja,no
102240,-3.2,288,2.8,8.25,9.4,-263.15,-267.75,Media,no
102560,-2.5,248,6.1,7.63,9.7,-262.75,-266.75,Baja,no
102690,-2.499997,301,9.5,4.98,9.4,-263.15,-267.35,Media,no
102950,-4.4,309,7.9,5.82,9.2,-263.25,-267.25,Baja,no
102990,-2.2,283,7.1,4.87,9.2,-263.35,-268.35,Media,no
103100,-3.6,283,5.6,5.84,9.5,-263.05,-269.25,Baja,no
103100,-4.499999,288,7.9,5.09,9.3,-263.05,-268.25,Baja,no
103250,-4.399997,300,7.6,5.16,9.1,-263.05,-268.55,Baja,no
103240,-5.299998,307,8.7,4.81,8.8,-263.25,-268.95,Media,no
103250,-5.099998,306,9.2,5.43,9.3,-263.25,-267.35,Media,no
103100,-5.199998,304,9.9,5.3,9.1,-263.15,-266.55,Media,no
103000,-3.9,294,9.4,5.5,8.9,-263.25,-267.95,Media,no
102830,-4.499999,310,10.8,5.17,9.3,-263.45,-267.35,Media,no
102710,-4.5,299,10.4,5.35,9.6,-263.35,-265.75,Media,no
102520,-3.699998,295,10.4,4.54,9.5,-263.35,-265.25,Media,no
102400,-5.2,309,10.4,5.13,8.2,-263.45,-266.35,Media,no
102290,-3.9,299,10.6,4.8,8.5,-263.55,-265.55,Baja,no
102210,-5,305,9.3,4.83,9.1,-263.45,-264.65,Media,no
102100,-3.5,298,9.5,4.66,8.6,-263.25,-264.95,Baja,no
101970,-1.899998,289,8.9,4.63,8.4,-263.55,-265.15,Baja,no
101880,-1.9,284,9.2,4.65,8.7,-263.25,-266.15,Media,no
101770,-2.999999,286,9,5.37,9,-263.25,-265.55,Media,no
101660,-1.199998,287,7.5,5.45,8.4,-263.15,-265.15,Media,no
101570,-1.1,279,7.4,5.91,8,-263.15,-265.45,Media,no
101480,-0.299998,266,6.2,5.69,8.8,-263.25,-264.75,Baja,no
101480,1.100002,285,7.7,5.38,9.4,-262.95,-264.35,Baja,no
101310,3.000001,284,6.3,5.37,9.3,-263.25,-265.85,Baja,no
101300,-0.199998,307,5.5,5.43,9.1,-263.05,-266.15,Baja,no
101120,2.500001,141,1.9,5.81,9.3,-262.75,-266.35,Baja,no
101040,5.500003,165,5.1,6.63,9.7,-262.75,-266.35,Baja,no
100890,8,210,8.1,4.16,9.2,-262.85,-265.35,Baja,no
100840,10.000002,177,9.5,4.4,10,-262.95,-264.65,Media,no
100500,11.7,134,13.7,4.22,10.4,-263.05,-264.15,Moderada,no
99780,15.9,143,17.6,5.6,10.5,-263.45,-263.55,Moderada,no
99560,17.500002,162,13.5,6.39,10,-263.55,-263.75,Moderada,no
99770,14.200002,171,13.2,6.21,9.6,-263.55,-264.15,Moderada,no
100070,10.800001,182,13,6.01,9.7,-263.55,-264.25,Moderada,no
100170,7.800003,165,11.1,6.61,9.7,-263.55,-264.95,Moderada,no
100550,4.3,215,6.2,6.42,9.6,-263.55,-264.55,Media,no
100980,6.5,218,6.5,7.5,9.6,-263.55,-264.55,Media,no
101360,7.700002,184,4.9,7.03,9.8,-263.55,-264.35,Media,no
101440,7.400003,189,5.6,6.49,9.8,-263.35,-264.75,Media,no
101410,9,177,8.8,6.18,9.8,-263.45,-264.65,Media,no
101340,9,186,8.9,5.19,9.8,-263.45,-264.55,Media,no
101330,6.800002,163,8.9,5.71,9.8,-263.45,-264.75,Media,no
101250,4.7,169,9.1,5.31,9.6,-263.45,-264.45,Media,no
101230,2.1,254,5.8,6.26,9.7,-263.35,-264.85,Baja,no
101310,-2.4,288,7.7,5.01,9.5,-263.35,-266.05,Baja,no
101660,-0.8,279,7.3,5.29,9.6,-263.25,-267.05,Baja,no
102060,1.4,258,7.3,4.71,10.2,-263.05,-265.75,Baja,no
102340,0.7,259,6.5,4.84,10.1,-262.95,-265.45,Baja,no
102490,2.9,256,6.2,4.94,9.9,-263.05,-266.05,Baja,no
102630,4.4,205,4.9,5.71,9.9,-263.05,-266.55,Baja,no
102620,9.000003,190,7.4,5.06,10.1,-262.85,-266.05,Baja,no
102380,11.2,191,9.1,4.78,10.1,-262.95,-265.75,Media,no
102050,13.3,173,12.7,4.54,10,-263.15,-265.05,Moderada,no
101680,15.200003,178,14.9,5.85,9.6,-263.15,-264.75,Moderada,no
101400,12.1,186,12.7,5.86,10.1,-263.25,-263.85,Moderada,no
101130,7.300002,231,11.4,6.29,9.9,-263.25,-265.75,Media,no
101190,5.100001,224,10.1,5.72,9.1,-263.15,-265.85,Media,no
101270,5.100001,238,10.3,5.97,8.8,-263.35,-267.05,Moderada,no
101160,7.3,237,7.8,8.25,9.3,-263.15,-267.75,Moderada,no
101060,4.400002,252,8.2,7.14,9.4,-263.15,-267.25,Moderada,no
101310,1.000002,262,9,8,8.7,-263.15,-267.45,Media,no
101810,-1.899998,270,5.5,7.37,9.8,-262.95,-266.65,Moderada,no
102390,-0.599998,264,6.6,7.45,10.5,-262.65,-264.75,Media,no
102610,-0.399998,251,5.7,7.15,10.3,-262.55,-264.85,Media,no
102870,1.2,255,7.8,6.61,10.2,-262.75,-265.05,Media,no
103050,-2.499999,265,6.4,5.95,10.1,-262.85,-265.35,Media,no
103300,-4.399999,279,5.6,6.52,10.3,-262.75,-265.35,Media,no
103280,-5.3,283,5.4,6.42,10.4,-262.75,-264.15,Media,no
103220,-6.2,292,7.9,5.72,10.2,-262.85,-264.65,Baja,no
103130,-4.599998,310,7.5,4.94,10.4,-262.95,-264.75,Baja,no
102940,-4.699998,317,5.3,5.44,10.1,-262.75,-265.45,Baja,no
102710,-5.3,318,6.5,4.93,9.5,-262.75,-264.85,Baja,no
102500,-6.599997,316,5.9,5.14,9.5,-262.75,-263.95,Baja,no
102380,-6.1,336,5.6,4.38,11.6,-262.35,-264.05,Baja,no
102230,-7.199998,16,5,4.67,12.1,-262.15,-263.25,Baja,no
102120,-7.5,21,3.8,5.11,11.9,-262.15,-262.75,Baja,no
101950,-5.9,320,3.9,4.92,11.8,-262.45,-263.15,Baja,no
101850,-6.6,0,5.4,4.58,12.5,-261.75,-264.35,Baja,no
101710,-6.5,354,8.6,3.78,12.7,-261.45,-263.25,Baja,no
101610,-5.499999,33,3.3,4.34,12.4,-261.55,-262.45,Baja,no
101560,-5.7,319,3.7,4.29,11.8,-261.65,-262.45,Baja,no
101660,-2.299999,348,2.4,6.450096,12.9,-260.25,-261.55,Baja,no
101620,-0.999998,204,6.6,4.24,11.8,-260.35,-261.55,Baja,no
101660,-0.299998,175,7.7,3.58,9.6,-261.85,-263.55,Baja,no
101750,0.8,180,8.8,3.51,11.3,-261.75,-262.95,Baja,no
101820,1,216,5.6,3.89,11.3,-261.45,-262.85,Baja,no
101730,-0.5,232,6.7,3.85,11,-261.25,-263.65,Baja,no
101640,1.300002,237,9.3,3.44,10.8,-261.45,-263.65,Baja,no
101620,-0.299998,266,9.6,3.87,11.3,-261.65,-263.35,Baja,no
101510,1.500002,270,8.3,3.99,11.2,-261.65,-262.75,Media,no
101520,0.100003,285,8.7,4.8,11.3,-261.55,-262.75,Baja,no
101600,0.000003,289,8.1,4.58,10.9,-261.55,-262.75,Baja,no
101770,-1.299999,295,5,5.16,10.8,-261.55,-262.55,Baja,no
101920,-0.299997,287,3.1,4.72,11.4,-261.45,-262.25,Baja,no
102030,-0.399998,283,3.1,5.29,11.4,-261.45,-261.85,Baja,no
102060,0.100002,250,2.6,4.75,11.2,-261.65,-261.95,Baja,no
102230,0.000002,224,4.2,5.22,11.2,-261.55,-262.25,Baja,no
102220,0.400002,234,3.1,4.49,11.6,-260.85,-263.25,Baja,no
102170,-0.3,196,3.2,5.4,11.3,-260.75,-265.15,Baja,no
102130,-0.2,251,4.4,5.24,10.7,-261.05,-264.65,Baja,no
102120,-1.7,342,2,6.06,11,-261.25,-265.55,Baja,no
102010,-1.799999,19,1.1,6.02,12,-260.35,-264.75,Baja,no
101940,-2.6,43,2.9,7.09,12,-260.15,-264.65,Baja,no
101880,-1.899998,351,3.9,6.72,11.9,-260.65,-264.35,Baja,no
101900,-2.699998,48,5.2,3.6,12,-260.85,-263.85,Baja,no
101790,1.100002,56,2.5,6.96,12.5,-260.65,-263.85,Baja,no
101670,1.200001,104,4,5.32,12.6,-260.65,-262.55,Baja,no
101550,2.800002,103,6.2,4.5,12.7,-260.55,-262.35,Baja,no
101380,0.5,100,7.6,4.01,12.7,-260.95,-261.75,Baja,no
101150,0.4,92,9.5,4.11,13,-260.55,-261.95,Media,no
100760,-2.099998,83,9.8,4.79,12.9,-260.65,-261.75,Media,no
100350,-3.099998,81,12.1,4.93,12.6,-260.85,-260.95,Moderada,no
100090,0.9,76,15.2,5.49,12.5,-261.05,-260.85,Moderada,no
100190,8.300001,120,12.3,5.77,12.3,-261.15,-261.45,Moderada,no
100460,10.7,154,12.5,5.78,11.3,-261.45,-262.05,Media,no
100770,7.7,154,6.8,5.65,11.2,-261.45,-263.65,Media,no
100990,1.5,184,3,5.97,11.4,-261.45,-263.15,Media,no
101170,2,243,2.3,5.76,10.9,-261.05,-263.75,Baja,no
101220,5.7,206,4.5,5.79,11.6,-261.05,-262.85,Baja,no
101240,8.700002,163,7.9,4.98,11.7,-261.45,-262.65,Media,no
101370,10.700002,147,12.3,4.24,11.9,-261.35,-262.05,Media,no
101420,10.8,154,9.5,4.47,12,-261.35,-262.15,Media,no
101390,10.600001,160,9.3,4.89,11.9,-261.25,-262.05,Media,no
101310,9.200002,158,8.8,5.34,11.8,-261.35,-262.15,Media,no
101360,9.100001,167,8.2,5.4,11.9,-261.35,-262.75,Media,no
101480,7.600001,172,8.5,5.1,11.7,-261.35,-262.85,Media,no
101550,7.600003,176,9.2,4.78,11.8,-261.35,-262.45,Media,no
101570,7.8,175,10.2,4.66,11.9,-261.35,-263.25,Media,no
101580,7.1,151,9.5,4.6,11.9,-261.35,-262.25,Baja,no
101570,8.1,154,8.7,4.47,12,-261.25,-262.15,Baja,no
101450,7.1,157,8.6,4.23,11.9,-261.25,-261.65,Baja,no
101450,6.1,169,6.8,4.51,11.8,-261.25,-261.95,Baja,no
101610,8.400002,204,6.9,4.55,11.5,-261.25,-262.15,Baja,no
101780,8.700002,192,9.3,3.87,11.8,-261.05,-264.35,Baja,no
101970,7.300002,184,8.3,4.08,11.6,-261.25,-263.35,Baja,no
102160,7.000003,183,9.3,4.55,11.1,-261.25,-263.05,Baja,no
102290,6.9,189,6.3,4.94,11.3,-261.05,-263.65,Baja,no
102470,7.000003,207,7.7,4.58,11.8,-260.95,-263.85,Baja,no
102370,6.700002,184,7.1,4.5,11.6,-260.65,-262.95,Baja,no
102050,6.7,163,7.9,4.47,11.8,-260.75,-261.65,Baja,no
101270,3.500001,134,7,4.27,11.1,-261.05,-263.15,Media,no
100670,0.400003,54,14.6,4.53,11.4,-260.85,-261.85,Media,no
101110,-0.399998,300,15.6,5.18,11.7,-260.95,-262.55,Moderada,no
101750,-1.899998,290,11.2,5.94,11.8,-261.15,-262.95,Moderada,no
102270,0.700003,277,8.8,5.91,12,-261.15,-262.75,Media,no
102580,1.200003,258,7.1,5.56,12.2,-260.75,-262.85,Media,no
102590,2.7,229,7.3,5.63,11.9,-260.85,-262.35,Baja,no
102550,2.3,233,5.6,5.66,11.7,-260.85,-262.35,Baja,no
102530,4.1,186,5.1,5.52,11.7,-260.85,-262.95,Baja,no
102360,6,155,7.4,4.71,11.7,-260.65,-263.25,Baja,no
102170,8.4,119,9.9,4.33,12,-260.75,-262.45,Media,no
102070,7.6,128,8.8,4.47,12,-261.05,-261.15,Baja,no
102290,4.6,202,4.7,5.41,12.1,-260.75,-261.05,Baja,no
102460,3.6,228,5.1,5.81,11.9,-260.55,-261.25,Media,no
102510,3.300002,229,2.6,6.49,11,-260.45,-262.15,Media,no
102530,1.2,252,3,6.59,10.8,-260.65,-262.35,Media,no
102600,2.5,7,1.4,7.43,11.3,-260.45,-261.85,Baja,no
102580,1.5,234,2.9,6.39,13.1,-259.65,-260.05,Baja,no
102570,2.300002,241,4.3,7.53,13,-259.65,-260.15,Baja,no
102490,2.600002,248,6.2,5.99,10.9,-260.15,-262.25,Baja,no
102580,3.500003,199,2.9,6.31,13,-260.15,-260.15,Baja,no
102560,6.5,196,5.2,5.93,13.6,-259.65,-259.85,Baja,no
102430,7.400002,201,8.6,5.27,13.4,-260.35,-260.25,Media,no
102300,7.800002,204,7.8,5.68,12.5,-260.45,-260.65,Media,no
102160,7.700002,190,6.8,6.42,12.8,-260.45,-260.55,Media,no
102070,5.500003,226,7.2,5.38,12.5,-260.35,-260.65,Media,no
101900,0.800002,267,3.7,6.59,12.3,-260.35,-260.85,Media,no
101710,0.2,301,5.2,6.56,12.1,-260.35,-263.35,Baja,no
101530,-1.1,307,4.7,6.41,11.4,-260.15,-262.45,Baja,no
101440,-1.899998,310,3.9,6.86,12.4,-259.65,-262.15,Baja,no
101300,-0.399998,4,2.7,6.37,12.6,-259.55,-262.65,Baja,no
101110,1.500002,24,3.5,7.37,12.7,-259.75,-264.45,Baja,no
100950,2.200001,101,3.5,6.88,12.9,-259.75,-263.85,Baja,no
100840,1.6,80,6.3,4.63,12.4,-259.45,-261.65,Baja,no
100600,2.2,73,6.6,3.98,13.2,-259.55,-261.35,Baja,no
100430,2.000001,64,4,6.28,12.4,-259.55,-260.85,Baja,no
100300,2.300002,260,7.1,4.24,12.3,-259.65,-261.75,Baja,no
100320,1.7,243,6.2,4.45,12.7,-259.45,-262.95,Baja,no
100320,1.5,224,5.1,4.8,12.7,-259.55,-262.45,Baja,no
100300,0.3,207,4.5,6.84,12.8,-259.75,-262.85,Baja,no
100350,-0.3,208,5.2,7.07,12.8,-259.65,-263.25,Baja,no
100610,0.6,205,3.1,7.68,13.5,-258.95,-262.75,Baja,no
100600,1,200,4.4,6.73,13.5,-258.95,-261.05,Baja,no
100700,2.3,182,5.2,6.36,13.3,-259.25,-261.15,Baja,no
100800,1.5,289,9.4,5.26,12.7,-259.25,-261.05,Baja,no
100930,4.1,248,6.1,4.33,13.2,-259.05,-261.05,Baja,no
100910,6.600001,205,6.6,4.46,12.9,-259.25,-261.75,Baja,no
100970,6.300002,194,9.4,4.84,12.1,-259.35,-261.55,Baja,no
101020,5.7,251,6.4,4.44,12,-259.35,-263.15,Baja,no
101160,4.500001,202,7.5,4.83,13,-259.35,-262.55,Media,no
101220,2,237,6.5,5.04,12.1,-258.75,-263.65,Baja,no
101210,3,247,5.7,5.42,12.3,-258.85,-263.85,Media,no
101130,3.7,201,4.6,5.82,12.2,-258.75,-264.45,Media,no
101210,0.8,263,8.9,5.52,12.4,-258.65,-263.35,Media,no
101300,2.1,255,8,5.64,12.6,-259.05,-263.45,Media,no
101430,2.4,255,10.4,4.98,12.5,-259.05,-262.45,Media,no
101610,3.8,247,5.9,5.71,12.6,-259.05,-264.25,Baja,no
101600,8.4,187,7.8,5.03,12.8,-258.95,-264.35,Baja,no
101290,10.6,141,10.8,4.59,12.1,-259.05,-262.25,Media,no
101410,6.9,221,8.6,4.95,13.2,-259.25,-259.95,Media,no
101610,10.200002,195,9.4,5.16,13.2,-259.25,-260.35,Media,no
101850,11.100001,225,14,5.05,14.1,-259.25,-259.35,Moderada,no
102120,10.400002,224,13.8,5.79,13.8,-259.35,-259.45,Moderada,no
102320,10.9,220,13.5,6.35,13.8,-259.35,-259.65,Moderada,no
102480,9.9,217,12.6,6.83,13.5,-259.35,-259.65,Moderada,no
102600,7.6,233,12.1,6.35,13.5,-259.35,-259.95,Moderada,no
102550,5.1,255,9.8,6.68,13.1,-259.35,-260.45,Media,no
102620,0.400002,285,7.5,6.49,12.9,-259.35,-261.85,Media,no
102700,1.2,271,4.5,7.08,12.7,-259.45,-263.45,Media,no
102580,1.900002,281,3,6.94,12.7,-259.35,-262.85,Media,no
102200,2.200003,96,5.5,7.48,11.8,-259.25,-261.85,Media,no
101760,-1.2,63,11,5.39,12.1,-259.25,-261.65,Media,no
101590,-7.5,11,11,5.05,12.4,-259.35,-261.75,Media,no
101770,-8.9,331,11.2,4.7,13.5,-259.35,-261.25,Media,no
101990,-7.599998,312,10.1,4.82,13.3,-259.25,-261.75,Media,no
101920,-4.699998,303,10.1,4.6,13,-259.15,-261.85,Media,no
101950,-4.899999,294,12.3,4.97,13.8,-259.25,-260.75,Media,no
101970,-2.999999,292,12.5,5.07,14.1,-259.15,-261.05,Media,no
101970,-2.099998,276,12.4,5.06,12.8,-259.15,-261.45,Media,no
101930,-0.899998,277,12,5.08,12.1,-259.15,-262.15,Media,no
101700,2.4,281,9.2,5.14,12.4,-259.35,-262.95,Media,no
101310,4.600001,226,7,5.02,12.8,-259.25,-261.65,Baja,no
101130,-0.399998,266,3.3,5.1,12.5,-259.25,-260.85,Baja,no
101150,-3.099998,24,4.1,5.09,12.7,-259.35,-260.65,Media,no
101140,1.900003,163,3.4,5.95,13.1,-259.45,-261.35,Media,no
100880,5.3,207,6.2,5.93,13.1,-259.35,-261.05,Media,no
100540,2.8,277,12.7,4.9,12.6,-259.45,-260.75,Moderada,no
100450,2,264,14.8,5.46,12.8,-259.45,-262.55,Moderada,no
100250,4.900003,258,13.8,6.52,12.3,-259.65,-263.75,Moderada,no
100150,4.800002,236,8.7,7.25,11.6,-259.55,-262.95,Moderada,no
100230,-3.5,30,5.5,7.98,12.6,-259.65,-262.75,Moderada,no
100670,-5.9,298,5.2,7.49,12.9,-259.65,-262.55,Moderada,no
101010,-3.499999,295,3.8,7.17,12.8,-259.45,-261.85,Media,no
101210,0.500002,300,4.9,6.9,13.8,-259.15,-260.65,Media,no
101280,-0.199998,282,5.8,6.2,13.5,-259.35,-260.85,Media,no
101500,-1.5,326,3.5,6.66,12.9,-259.35,-261.05,Media,no
101710,-1.6,283,6.5,5.55,12.5,-259.55,-262.15,Baja,no
101880,1.9,253,8,5.71,12.6,-259.45,-262.55,Baja,no
101680,4.500001,238,9,4.77,12.8,-259.45,-261.65,Media,no
101440,7.4,217,11.2,4.59,12.6,-259.45,-260.85,Media,no
101200,5.1,254,13.4,4.82,12.7,-259.45,-261.25,Media,no
101290,2.300002,257,11.7,5.15,13.3,-259.45,-261.05,Media,no
101260,4.4,248,10.4,5.55,12.9,-259.45,-261.25,Media,no
101060,7.1,231,7.5,5.95,12.4,-259.45,-261.45,Media,no
100800,2.6,231,4.9,6.05,12.3,-259.45,-261.35,Media,no
100980,0.7,289,9.6,4.97,13.1,-259.35,-262.35,Media,no
101210,3.1,272,9.3,5.1,12.7,-259.35,-261.95,Media,no
101360,5.5,260,8.8,4.86,12.7,-259.35,-261.55,Media,no
101470,5.400002,234,9.6,5.29,12.3,-259.35,-261.65,Media,no
101640,5.800002,241,9.7,4.47,12.8,-259.55,-262.05,Media,no
101710,3.900002,243,8.1,5.05,13,-259.35,-261.85,Baja,no
101770,4.600001,235,4.8,4.71,13,-259.65,-263.35,Baja,no
101770,4.6,160,4.9,6.11,11.9,-259.55,-262.45,Baja,no
101830,3.200001,232,4.1,5.93,12.9,-259.05,-261.95,Baja,no
101750,1.4,182,2.4,5.96,12.8,-259.05,-262.75,Baja,no
101630,-1.099998,102,4,7.53,13.1,-259.25,-262.45,Baja,no
101550,-2.799997,90,7,5.25,13.2,-259.35,-261.75,Baja,no
101550,-4.899997,27,5.1,6.23,13.9,-259.05,-261.25,Baja,no
101620,-4.799997,359,4.8,5.63,13.8,-259.05,-260.95,Baja,no
101730,-3.5,325,4.2,5.79,13.8,-259.15,-260.45,Baja,no
101940,-2.399998,323,4.5,5.76,13.9,-259.05,-260.75,Baja,no
102090,-0.799998,287,3.7,6.33,14.3,-258.35,-260.65,Baja,no
102160,-0.5,274,4.1,6.41,14.1,-258.45,-260.85,Baja,no
102170,-0.5,267,4.9,6.31,13.5,-258.65,-262.15,Baja,no
102210,-1.3,260,2.6,6.77,13.8,-258.45,-261.85,Baja,no
102190,-1.8,310,3.4,6.4,14.4,-257.55,-261.55,Baja,no
102140,-3.4,328,3,7.65,14.4,-257.95,-261.15,Baja,no
102130,-3.8,312,5.3,5.98,14.4,-258.25,-260.15,Baja,no
102240,-4.4,301,4.2,5.8,14.3,-258.45,-261.15,Baja,no
102290,-3.499997,305,5.4,4.44,14.6,-258.05,-261.05,Baja,no
102370,-3.999999,316,8.6,3.87,14.7,-258.15,-261.95,Baja,no
102340,-4.899997,309,6.9,3.89,14.1,-258.55,-261.95,Baja,no
102360,-1.499998,304,7,3.61,14.1,-258.55,-262.35,Baja,no
102230,0.3,304,6.8,3.97,14.4,-258.45,-262.15,Baja,no
102090,1.400002,287,4.1,4.21,14.3,-258.35,-261.75,Baja,no
101880,3.500001,211,3,5.03,13.9,-258.45,-261.65,Baja,no
101850,3.4,194,5,4.94,14.2,-258.25,-260.75,Baja,no
101790,3.900003,194,5.7,4.27,14.6,-258.05,-258.65,Baja,no
101730,4,261,4.9,4.07,13.9,-258.05,-262.05,Baja,no
101510,5.3,181,2,6.44,13.5,-258.05,-263.05,Baja,no
101360,3.9,125,5,6.12,13.7,-258.05,-261.15,Media,no
101180,5.5,141,5.4,6.58,13.8,-257.95,-260.35,Baja,no
